organ,as_label,cell_label,cell_id,mean_cell_count,cell_count
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Adip1,http://purl.obolibrary.org/obo/CL_0000136,33.25,798
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Adip2,http://purl.obolibrary.org/obo/CL_0000136,20,240
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Adipocyte,http://purl.obolibrary.org/obo/CL_0000136,20.16666666666666666667,1452
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Aerocyte,http://purl.obolibrary.org/obo/CL_4028003,1,6
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Alveolar macrophage,http://purl.obolibrary.org/obo/CL_0000583,1,6
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Amacrine cell,http://purl.obolibrary.org/obo/CL_0000561,4.6,138
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Arterial EC,http://purl.obolibrary.org/obo/CL_1000413,223,8028
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Arterial Endothelial,http://purl.obolibrary.org/obo/CL_1000413,84.33333333333333333333,3036
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Astrocyte,http://purl.obolibrary.org/obo/CL_0000127,6,36
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Atrial Cardiomyocyte,http://purl.obolibrary.org/obo/CL_0002129,4,72
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Atrial cardiomyocyte,http://purl.obolibrary.org/obo/CL_0002129,11.5,414
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,B,http://purl.obolibrary.org/obo/CL_0000236,21.3,1278
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,B_plasma,http://purl.obolibrary.org/obo/CL_0000786,5,120
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD14 monocyte,http://purl.obolibrary.org/obo/CL_0001054,203,4872
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD14+Mo,http://purl.obolibrary.org/obo/CL_0002057,171.75,4122
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD16 NK cell,http://purl.obolibrary.org/obo/CL_0000939,129.8,3894
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD16 monocyte,http://purl.obolibrary.org/obo/CL_0000576,24.75,594
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD16+Mo,http://purl.obolibrary.org/obo/CL_0002396,57.66666666666666666667,2076
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Tfh,http://purl.obolibrary.org/obo/CL_0000492,5.5,66
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Th1,http://purl.obolibrary.org/obo/CL_0000545,6,72
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Th17,http://purl.obolibrary.org/obo/CL_0000899,1,12
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Th2,http://purl.obolibrary.org/obo/CL_0000546,2,36
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_act,http://purl.obolibrary.org/obo/CL_0001043,14.6,438
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_naive,http://purl.obolibrary.org/obo/CL_0000895,33.8,1014
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_reg,http://purl.obolibrary.org/obo/CL_0000792,1.33333333333333333333,24
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD56 NK cell,http://purl.obolibrary.org/obo/CL_0000938,11.25,270
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_cytox,http://purl.obolibrary.org/obo/CL_0000794,2.8,84
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_em,http://purl.obolibrary.org/obo/CL_0000913,5.2,156
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_te,http://purl.obolibrary.org/obo/CL_0001050,13,234
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_trans,http://purl.obolibrary.org/obo/CL_0000625,7.83333333333333333333,282
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CXCL14 inhibitory neuron,http://purl.obolibrary.org/obo/CL_0000540,10,360
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Capillary EC,http://purl.obolibrary.org/obo/CL_0002144,1141.16666666666666666667,41082
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Capillary Endothelial,http://purl.obolibrary.org/obo/CL_0002144,1359.16666666666666666667,48930
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Cone-OFF-bipolar cell,http://purl.obolibrary.org/obo/CL_0000750,1.5,18
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Cycling T/NK cell,http://purl.obolibrary.org/obo/CL_0000542,5,30
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,D1 medium spiny neuron,http://purl.obolibrary.org/obo/CL_4023026,2,12
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,DC,http://purl.obolibrary.org/obo/CL_0000451,15,450
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,DIAPH3+ macrophage,http://purl.obolibrary.org/obo/CL_0000235,100,600
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Double negative T cell,http://purl.obolibrary.org/obo/CL_0002489,1,6
